TABLE=BadgeProfil
Badge;Profil
400007308;14
400007309;14
400007311;14
400007312;14
400007313;14
400007314;14
400007317;14
400007318;14
400007319;14
400007320;14
400007321;14
400007322;14
400007323;14
400007324;14
400007325;14
400007326;14
400007327;14
400007328;14
400007329;14
400007330;14
400007331;14
400007332;14
400007333;14
400007334;14
400007335;14
400007336;14
400007337;14
400007338;14
400007339;14
400007340;14
400007341;14
400007342;14
400007343;14
400007344;14
400007345;14
400007346;14
400007347;14
400007348;14
400007349;14
400007350;14
400007351;14
400007352;14
400007353;14
400007354;14
400007355;14
400007356;14
400007357;14
400007358;14
400007359;14
400007360;14
400007361;14
400007363;14
400007364;14
400007365;14
400007366;14
400007367;14
400007368;14
400007369;14
400007370;14
400007371;14
400007372;14
400007373;14
400007374;14
400007375;14
400007376;14
400007378;14
400007379;14
400007380;14
400007381;14
400007382;14
400007383;14
400007384;14
400007385;14
400007386;14
400007387;14
400007388;14
400007389;14
400007390;14
400007391;14
400007392;14
400007393;14
400007394;14
400007395;14
400007396;14
400007397;14
400007398;14
400007399;14
400007400;14
400007401;14
400007402;14
400007403;14
400007404;14
400007405;14
400007406;14
400007407;14
400007408;14
400007409;14
400007410;14
400007411;14
400007412;14
400007413;14
400007414;14
400007415;14
400007416;14
400007417;14
400007418;14
400007420;14
400007421;14
400007422;14
400007423;14
400007424;14
400007425;14
400007426;2
400007426;14
400007426;659
400007426;782
400007426;876
400007427;14
400007428;14
400007429;14
400007430;14
400007431;14
400007432;14
400007433;14
400007434;14
400007435;14
400007436;14
400007437;14
400007438;14
400007439;14
400007440;14
400007441;14
400007442;14
400007443;15
400007444;14
400007445;14
400007446;14
400007447;14
400007448;14
400007449;14
400007450;18
400007451;18
400007452;14
400007453;18
400007454;14
400007457;14
400007458;14
400007459;14
400007460;14
400007461;14
400007462;14
400007463;14
400007464;14
400007465;14
400007466;14
400007470;14
400007471;14
400007472;14
400007474;14
400007475;14
400007476;14
400007477;14
400007478;14
400007479;18
400007481;14
400007482;14
400007483;14
400007484;14
400007485;14
400007486;14
400007487;14
400007488;14
400007489;14
400007490;14
400007491;14
400007492;14
400007493;14
400007495;14
400007497;14
400007498;14
400007499;14
400007500;14
400007501;3
400007501;659
400007502;14
400007503;14
400007504;14
400007505;14
400007506;14
400007507;14
400007508;14
400007509;14
400007510;14
400007511;14
400007512;14
400007513;14
400007514;14
400007515;14
400007516;14
400007517;14
400007518;14
400007519;14
400007520;14
400007521;14
400007524;14
400007525;14
400007526;14
400007528;14
400007529;14
400007530;14
400007531;14
400007532;14
400007533;14
400007534;14
400007535;14
400007536;14
400007537;14
400007538;14
400007539;14
400007540;14
400007541;14
400007542;15
400007543;14
400007544;15
400007545;14
400007546;14
400007549;14
400007550;14
400007551;14
400007552;14
400007554;14
400007555;14
400007556;14
400007558;14
400007560;15
400007562;14
400007563;14
400007565;14
400007566;14
400007567;14
400007568;14
400007569;14
400007570;14
400007571;14
400007572;15
400007572;16
400007573;14
400007574;14
400007575;14
400007576;14
400007577;14
400007578;14
400007579;14
400007580;14
400007581;14
400007582;14
400007583;14
400007584;14
400007585;14
400007586;14
400007587;14
400007588;14
400007589;14
400007590;14
400007591;14
400007592;14
400007593;14
400007594;14
400007595;14
400007596;14
400007597;14
400007598;14
400007599;14
400007600;14
400007601;14
400007602;14
400007603;14
400007604;14
400007605;14
400007606;14
400007607;14
400007608;14
400007609;14
400007610;14
400007611;14
400007612;14
400007613;18
400007614;14
400007615;14
400007616;14
400007617;14
400007618;14
400007619;14
400007620;14
400007621;14
400007622;15
400007623;14
400007624;16
400007625;14
400007626;14
400007627;14
400007628;14
400007629;14
400007630;14
400007631;14
400007632;14
400007633;14
400007634;14
400007635;14
400007636;14
400007638;14
400007639;14
400007641;16
400007642;14
400007643;14
400007644;14
400007648;3
400007648;659
400007659;14
400007662;14
400007663;14
400007665;16
400007666;16
400007667;14
400007668;14
400007669;15
400007670;14
400007671;15
400007673;14
400007674;14
400007675;14
400007676;14
400007677;14
400007678;14
400007679;15
400007680;14
400007681;14
400007682;14
400007683;14
400007684;14
400007685;14
400007686;3
400007686;14
400007686;659
400007687;3
400007687;14
400007687;659
400007688;14
400007689;14
400007690;14
400007691;14
400007692;14
400007693;3
400007693;14
400007693;659
400007694;14
400007695;14
400007696;14
400007697;14
400007698;3
400007698;14
400007698;659
400007699;14
400007700;14
400007701;14
400007702;14
400007703;14
400007704;14
400007705;14
400007706;14
400007707;3
400007707;14
400007707;659
400007708;14
400007709;14
400007710;14
400007711;14
400007712;14
400007713;3
400007713;18
400007713;659
400007714;14
400007715;14
400007716;3
400007716;14
400007716;659
400007717;3
400007717;14
400007717;659
400007718;14
400007719;14
400007720;14
400007721;3
400007721;14
400007721;659
400007722;3
400007722;14
400007722;659
400007723;14
400007724;3
400007724;14
400007724;659
400007725;14
400007726;14
400007727;14
400007728;14
400007729;14
400007730;14
400007731;14
400007732;14
400007733;14
400007734;14
400007735;14
400007736;14
400007737;3
400007737;14
400007737;659
400007738;14
400007739;14
400007740;14
400007741;14
400007742;14
400007743;14
400007744;14
400007745;14
400007746;3
400007746;14
400007746;659
400007747;14
400007748;14
400007749;14
400007750;3
400007750;14
400007750;659
400007751;14
400007752;14
400007753;14
400007754;14
400007755;14
400007756;14
400007757;14
400007758;14
400007759;14
400007760;14
400007761;14
400007762;14
400007763;14
400007764;14
400007765;14
400007766;14
400007767;14
400007768;14
400007769;14
400007770;14
400007771;14
400007772;14
400007773;14
400007774;14
400007775;14
400007776;14
400007777;14
400007778;14
400007779;14
400007780;14
400007781;14
400007782;14
400007783;14
400007784;14
400007785;3
400007785;14
400007785;659
400007786;3
400007786;14
400007786;659
400007787;3
400007787;14
400007787;659
400007788;3
400007788;14
400007788;659
400007789;3
400007789;14
400007789;659
400007790;3
400007790;14
400007790;659
400007791;3
400007791;14
400007791;659
400007792;3
400007792;14
400007792;659
400007793;3
400007793;14
400007793;659
400007794;3
400007794;14
400007794;659
400007795;3
400007795;14
400007795;659
400007796;3
400007796;14
400007796;659
400007797;3
400007797;14
400007797;659
400007798;14
400007799;14
400007800;3
400007800;14
400007800;659
400007801;14
400007802;3
400007802;14
400007802;659
400007803;3
400007803;14
400007803;659
400007804;3
400007804;14
400007804;659
400007805;14
400007806;14
400007807;14
400007808;14
400007809;14
400007810;14
400007811;14
400007812;14
400007813;14
400007814;14
400007815;14
400007816;14
400007817;14
400007818;14
400007819;14
400007820;14
400007821;14
400007822;14
400007823;14
400007824;14
400007825;14
400007826;14
400007827;14
400007828;14
400007829;14
400007830;14
400007831;14
400007832;14
400007833;14
400007834;14
400007835;14
400007836;14
400007837;14
400007838;14
400007839;14
400007840;14
400007841;14
400007842;14
400007843;14
400007844;14
400007845;14
400007846;14
400007847;14
400007848;14
400007849;14
400007850;14
400007851;14
400007852;14
400007853;14
400007854;14
400007855;14
400007856;14
400007857;14
400007858;14
400007859;14
400007860;14
400007861;14
400007862;14
400007863;14
400007864;14
400007865;14
400007866;14
400007867;14
400007868;3
400007868;14
400007868;659
400007869;14
400007870;14
400007871;14
400007872;14
400007873;14
400007874;14
400007875;14
400007876;14
400007877;14
400007878;3
400007878;14
400007878;659
400007879;14
400007880;14
400007881;14
400007882;14
400007883;14
400007884;14
400007885;14
400007886;14
400007887;14
400007888;14
400007889;14
400007890;14
400007891;14
400007892;14
400007893;14
400007894;14
400007895;14
400007896;14
400007897;14
400007898;14
400007899;14
400007900;14
400007901;3
400007901;14
400007901;659
400007902;14
400007903;14
400007904;3
400007904;14
400007904;659
400007905;14
400007906;14
400007907;3
400007907;14
400007907;659
400007908;14
400007909;14
400007910;3
400007910;14
400007910;659
400007911;14
400007912;14
400007913;14
400007914;14
400007915;3
400007915;14
400007915;659
400007916;14
400007917;14
400007918;14
400007919;14
400007920;14
400007921;14
400007922;14
400007923;14
400007924;14
400007925;14
400007926;14
400007927;14
400007928;14
400007929;14
400007931;14
400007932;14
400007933;14
400007934;14
400007935;14
400007936;14
400007937;3
400007937;14
400007937;659
400007938;14
400007939;14
400007940;14
400007941;14
400007942;3
400007942;14
400007942;659
400007943;14
400007944;14
400007945;14
400007946;3
400007946;14
400007946;659
400007947;3
400007947;659
400007948;14
400007949;3
400007949;659
400007950;14
400007951;14
400007952;14
400007953;14
400007954;14
400007955;14
400007956;14
400007957;14
400007958;14
400007959;14
400007960;3
400007960;659
400007961;14
400007962;14
400007963;14
400007964;14
400007965;14
400007966;14
400007967;14
400007969;14
400007970;14
400007971;14
400007972;14
400007974;14
400007975;14
400007976;14
400007977;14
400007978;14
400007979;14
400007980;14
400007981;14
400007982;14
400007983;14
400007984;14
400007985;14
400007986;14
400007987;14
400007988;14
400007989;14
400007990;14
400007991;14
400007992;14
400007993;14
400007994;14
400007995;14
400007996;14
400007997;14
400007998;14
400007999;14
400008000;14
400008001;14
400008002;14
400008003;14
400008004;14
400008005;14
400008006;14
400008007;14
400008008;14
400008009;14
400008010;14
400008011;14
400008012;14
400008013;14
400008014;14
400008015;14
400008016;14
400008017;14
400008018;14
400008019;14
400008020;14
400008021;14
400008022;14
400008023;14
400008024;14
400008025;14
400008026;14
400008027;14
400008028;14
400008029;14
400008030;14
400008031;14
400008032;14
400008033;14
400008034;14
400008035;14
400008036;14
400008037;14
400008038;14
400008039;14
400008040;14
400008041;14
400008042;14
400008043;14
400008044;14
400008045;14
400008046;14
400008047;14
400008048;14
400008049;14
400008050;3
400008050;14
400008050;659
400008052;14
400008053;3
400008053;14
400008053;659
400008054;3
400008054;14
400008054;659
400008055;14
400008056;3
400008056;14
400008056;659
400008057;3
400008057;14
400008057;659
400008058;3
400008058;14
400008058;659
400008059;3
400008059;14
400008059;659
400008060;14
400008061;14
400008062;14
400008063;3
400008063;14
400008063;659
400008064;14
400008065;3
400008065;14
400008065;659
400008066;3
400008066;14
400008066;659
400008067;3
400008067;14
400008067;659
400008068;3
400008068;14
400008068;659
400008069;3
400008069;14
400008069;659
400008070;3
400008070;14
400008070;659
400008071;14
400008072;14
400008073;14
400008074;14
400008075;14
400008076;14
400008077;14
400008078;14
400008079;14
400008080;14
400008081;14
400008082;14
400008083;14
400008084;14
400008085;14
400008086;14
400008087;14
400008088;14
400008089;14
400008090;14
400008091;14
400008092;14
400008093;14
400008094;14
400008095;14
400008096;14
400008097;14
400008098;14
400008099;14
400008100;14
400008101;14
400008102;14
400008103;14
400008104;14
400008105;14
400008106;14
400008107;14
400008108;14
400008109;14
400008110;14
400008111;14
400008112;14
400008113;14
400008114;14
400008115;14
400008116;14
400008117;14
400008118;14
400008119;14
400008120;14
400008121;14
400008122;14
400008123;14
400008124;14
400008125;14
400008126;14
400008127;14
400008128;14
400008129;3
400008129;14
400008129;659
400008130;3
400008130;14
400008130;659
400008131;14
400008132;3
400008132;14
400008132;659
400008133;14
400008134;14
400008135;14
400008136;14
400008137;14
400008138;14
400008139;14
400008140;14
400008141;14
400008142;14
400008143;14
400008144;14
400008145;14
400008146;14
400008147;14
400008148;14
400008149;14
400008150;14
400008151;14
400008152;14
400008153;14
400008154;14
400008155;14
400008156;14
400008157;14
400008158;14
400008159;14
400008160;14
400008161;14
400008162;14
400008163;14
400008164;14
400008165;14
400008166;14
400008167;14
400008168;14
400008169;14
400008170;14
400008171;14
400008172;14
400008173;14
400008174;14
400008175;14
400008176;14
400008177;14
400008178;14
400008179;14
400008180;14
400008181;14
400008182;14
400008183;14
400008184;14
400008185;14
400008186;14
400008187;14
400008188;14
400008189;14
400008190;14
400008191;14
400008192;14
400008193;14
400008194;14
400008195;14
400008196;14
400008197;14
400008198;14
400008199;14
400008200;14
400008201;14
400008202;14
400008203;14
400008204;14
400008205;14
400008206;14
400008207;14
400008208;14
400008209;14
400008210;14
400008211;14
400008212;14
400008213;14
400008214;14
400008215;14
400008216;14
400008217;14
400008218;14
400008219;14
400008220;14
400008221;14
400008222;14
400008223;14
400008224;14
400008225;14
400008226;14
400008227;14
400008228;14
400008229;3
400008229;14
400008229;659
400008230;14
400008231;3
400008231;14
400008231;659
400008232;3
400008232;14
400008232;659
400008233;14
400008234;14
400008235;14
400008236;14
400008237;14
400008238;14
400008239;14
400008240;14
400008241;14
400008242;14
400008243;14
400008244;14
400008245;14
400008246;14
400008247;14
400008248;14
400008249;14
400008250;14
400008251;14
400008252;14
400008253;14
400008254;14
400008255;14
400008256;14
400008257;14
400008258;14
400008259;14
400008260;14
400008261;14
400008262;14
400008263;14
400008264;14
400008265;14
400008266;14
400008267;14
400008268;14
400008269;14
400008270;14
400008271;14
400008272;14
400008273;14
400008274;14
400008275;14
400008276;14
400008277;14
400008278;14
400008279;14
400008280;14
400008281;14
400008282;14
400008283;14
400008284;3
400008284;14
400008284;659
400008285;14
400008286;14
400008287;14
400008288;14
400008289;14
400008290;14
400008291;14
400008292;14
400008293;14
400008294;14
400008295;14
400008296;3
400008296;14
400008296;659
400008297;3
400008297;14
400008297;659
400008298;14
400008299;14
400008300;14
400008301;14
400008302;14
400008303;14
400008304;14
400008305;14
400008306;14
400008307;14
400008308;14
400008309;14
400008310;14
400008311;14
400008312;14
400008313;14
400008314;14
400008315;14
400008316;14
400008317;14
400008318;14
400008319;14
400008320;14
400008321;14
400008322;3
400008322;14
400008322;659
400008323;14
400008324;3
400008324;14
400008324;659
400008325;14
400008326;14
400008327;14
400008328;3
400008328;14
400008328;659
400008329;14
400008330;3
400008330;14
400008330;659
400008331;3
400008331;14
400008331;659
400008332;3
400008332;14
400008332;659
400008333;3
400008333;14
400008333;659
400008334;14
400008335;14
400008336;14
400008337;14
400008338;3
400008338;14
400008338;659
400008339;3
400008339;14
400008339;659
400008340;14
400008341;3
400008341;14
400008341;659
400008342;3
400008342;14
400008342;659
400008343;14
400008344;14
400008345;14
400008346;14
400008347;3
400008347;14
400008347;659
400008348;3
400008348;14
400008348;659
400008349;3
400008349;14
400008349;659
400008350;14
400008351;3
400008351;14
400008351;659
400008352;3
400008352;14
400008352;659
400008353;3
400008353;14
400008353;659
400008354;14
400008355;3
400008355;14
400008355;659
400008356;3
400008356;14
400008356;659
400008357;14
400008358;3
400008358;14
400008358;659
400008359;14
400008360;14
400008361;14
400008362;3
400008362;14
400008362;659
400008363;3
400008363;14
400008363;659
400008364;3
400008364;14
400008364;659
400008365;3
400008365;14
400008365;659
400008366;3
400008366;14
400008366;659
400008367;3
400008367;14
400008367;659
400008368;14
400008369;14
400008370;3
400008370;14
400008370;659
400008371;14
400008372;3
400008372;14
400008372;659
400008373;14
400008374;14
400008375;14
400008376;14
400008377;14
400008378;14
400008379;14
400008380;14
400008381;14
400008382;14
400008383;14
400008384;3
400008384;14
400008384;659
400008385;3
400008385;14
400008385;659
400008386;14
400008387;14
400008388;3
400008388;14
400008388;659
400008389;14
400008390;3
400008390;14
400008390;659
400008391;14
400008392;14
400008393;14
400008394;14
400008395;14
400008396;14
400008397;3
400008397;14
400008397;659
400008398;14
400008399;3
400008399;14
400008399;659
400008400;14
400008401;3
400008401;14
400008401;659
400008402;14
400008403;14
400008404;3
400008404;14
400008404;659
400008405;3
400008405;14
400008405;659
400008406;3
400008406;14
400008406;659
400008407;14
400008408;3
400008408;14
400008408;659
400008409;14
400008410;14
400008411;3
400008411;14
400008411;659
400008412;14
400008413;3
400008413;14
400008413;659
400008414;14
400008415;3
400008415;14
400008415;659
400008416;3
400008416;14
400008416;659
400008417;14
400008418;14
400008419;14
400008420;14
400008421;3
400008421;14
400008421;659
400008422;3
400008422;14
400008422;659
400008423;3
400008423;14
400008423;659
400008424;3
400008424;14
400008424;659
400008425;14
400008426;14
400008427;14
400008428;14
400008429;14
400008430;14
400008431;14
400008432;14
400008433;14
400008434;14
400008435;14
400008436;14
400008437;14
400008438;14
400008439;14
400008440;14
400008441;14
400008442;14
400008443;14
400008444;14
400008445;14
400008446;14
400008447;14
400008448;14
400008449;14
400008450;14
400008451;14
400008452;14
400008453;14
400008454;14
400008455;14
400008456;14
400008457;14
400008458;14
400008459;14
400008460;14
400008461;14
400008462;14
400008463;14
400008464;3
400008464;14
400008464;659
400008465;14
400008466;14
400008467;14
400008468;14
400008469;14
400008470;14
400008471;14
400008472;14
400008473;14
400008474;14
400008475;14
400008476;14
400008477;14
400008478;3
400008478;14
400008478;659
400008479;14
400008480;3
400008480;14
400008480;659
400008481;14
400008482;3
400008482;14
400008482;659
400008483;14
400008484;14
400008485;14
400008486;3
400008486;14
400008486;659
400008487;14
400008488;14
400008489;14
400008490;14
400008491;3
400008491;14
400008491;659
400008492;3
400008492;14
400008492;659
400008493;3
400008493;14
400008493;659
400008494;3
400008494;14
400008494;659
400008495;3
400008495;14
400008495;659
400008496;14
400008497;3
400008497;14
400008497;659
400008498;14
400008499;14
400008500;3
400008500;14
400008500;659
400008501;3
400008501;14
400008501;659
400008502;3
400008502;14
400008502;659
400008503;14
400008504;14
400008505;14
400008506;3
400008506;14
400008506;659
400008507;3
400008507;14
400008507;659
400008508;14
400008509;3
400008509;14
400008509;659
400008510;14
400008511;3
400008511;14
400008511;659
400008512;14
400008513;14
400008514;14
400008515;14
400008516;14
400008517;3
400008517;14
400008517;659
400008518;3
400008518;14
400008518;659
400008519;14
400008520;3
400008520;14
400008520;659
400008521;3
400008521;14
400008521;659
400008522;14
400008523;14
400008524;14
400008525;3
400008525;14
400008525;659
400008526;14
400008527;14
400008528;14
400008529;14
400008530;14
400008531;14
400008532;14
400008533;3
400008533;14
400008533;659
400008534;3
400008534;14
400008534;659
400008535;14
400008536;14
400008537;14
400008538;14
400008539;14
400008540;14
400008541;14
400008542;14
400008543;14
400008544;14
400008545;14
400008546;14
400008547;14
400008548;14
400008549;14
400008550;14
400008551;3
400008551;14
400008551;659
400008552;14
400008553;14
400008554;3
400008554;14
400008554;659
400008555;14
400008556;14
400008557;14
400008558;3
400008558;14
400008558;659
400008559;14
400008560;14
400008561;3
400008561;14
400008561;659
400008562;14
400008563;14
400008564;3
400008564;14
400008564;659
400008565;3
400008565;14
400008565;659
400008566;14
400008567;14
400008568;3
400008568;14
400008568;659
400008569;14
400008570;14
400008571;14
400008572;14
400008573;14
400008574;14
400008575;14
400008576;14
400008577;14
400008578;14
400008579;3
400008579;14
400008579;659
400008580;14
400008581;14
400008582;3
400008582;14
400008582;659
400008583;14
400008584;14
400008585;3
400008585;14
400008585;659
400008586;14
400008587;14
400008588;14
400008589;14
400008590;14
400008591;3
400008591;14
400008591;659
400008592;14
400008593;14
400008594;14
400008595;14
400008596;14
400008597;14
400008598;14
400008599;14
400008600;14
400008601;14
400008602;3
400008602;14
400008602;659
400008603;14
400008604;14
400008605;3
400008605;14
400008605;659
400008606;3
400008606;14
400008606;659
400008607;14
400008608;14
400008609;14
400008610;14
400008611;14
400008612;14
400008613;14
400008614;14
400008615;14
400008616;14
400008617;14
400008618;14
400008619;14
400008620;14
400008621;14
400008622;14
400008623;14
400008624;14
400008625;14
400008626;14
400008627;14
400008628;14
400008629;14
400008630;14
400008631;14
400008632;14
400008633;14
400008634;14
400008635;14
400008636;14
400008637;14
400008638;14
400008639;14
400008640;14
400008641;14
400008642;14
400008643;14
400008644;14
400008645;14
400008646;14
400008647;14
400008648;14
400008649;14
400008650;14
400008651;14
400008652;14
400008653;14
400008654;14
400008655;14
400008656;14
400008657;14
400008658;14
400008659;14
400008660;14
400008661;14
400008662;14
400008663;14
400008664;14
400008665;14
400008666;14
400008667;14
400008668;14
400008669;14
400008670;14
400008671;14
400008672;14
400008673;14
400008674;14
400008675;14
400008676;14
400008677;14
400008678;14
400008679;14
400008680;14
400008681;14
400008682;14
400008683;14
400008684;14
400008685;14
400008686;3
400008686;14
400008686;659
400008687;14
400008688;14
400008689;14
400008690;14
400008691;14
400008692;14
400008693;14
400008694;14
400008695;14
400008696;14
400008697;14
400008698;14
400008699;14
400008700;14
400008701;14
400008702;14
400008703;14
400008704;14
400008705;14
400008706;16
400008707;14
400008709;14
400008710;14
400008711;14
400008712;14
400008713;14
400008714;14
400008715;14
400008716;14
400008717;14
400008718;14
400008719;14
400008720;14
400008721;14
400008722;14
400008723;14
400008724;14
400008725;14
400008726;14
400008727;14
400008728;14
400008729;14
400008730;14
400008731;14
400008732;14
400008733;14
400008734;14
400008735;14
400008736;14
400008737;14
400008738;14
400008739;14
400008740;14
400008741;14
400008742;14
400008743;14
400008744;14
400008745;14
400008746;14
400008747;14
400008748;14
400008749;14
400008750;14
400008751;14
400008752;14
400008753;14
400008754;14
400008755;14
400008756;14
400008757;14
400008758;14
400008759;14
400008760;15
400008761;14
400008762;14
400008763;14
400008764;14
400008765;3
400008765;14
400008765;659
400008766;14
400008767;14
400008768;14
400008769;14
400008770;14
400008771;14
400008772;14
400008773;14
400008774;14
400008775;14
400008776;14
400008777;14
400008778;14
400008779;14
400008780;14
400008781;14
400008782;14
400008783;14
400008784;14
400008785;14
400008786;14
400008787;14
400008788;14
400008789;14
400008790;14
400008791;14
400008792;14
400008793;14
400008794;14
400008796;3
400008796;14
400008796;659
400008797;14
400008798;14
400008799;14
400008800;14
400008801;3
400008801;14
400008801;659
400008802;14
400008803;3
400008803;14
400008803;659
400008804;14
400008805;14
400008806;14
400008807;14
400008808;14
400008809;14
400008810;14
400008811;14
400008812;14
400008813;14
400008814;14
400008815;14
400008816;14
400008817;14
400008818;14
400008819;14
400008820;14
400008821;14
400008822;14
400008823;14
400008824;14
400008825;14
400008826;14
400008827;14
400008828;14
400008829;14
400008830;14
400008831;14
400008832;14
400008833;14
400008834;14
400008835;14
400008836;14
400008837;14
400008838;14
400008839;14
400008840;14
400008841;14
400008842;14
400008843;14
400008844;14
400008845;14
400008846;14
400008847;14
400008848;14
400008849;14
400008850;14
400008851;14
400008852;14
400008853;14
400008854;14
400008855;14
400008856;14
400008857;14
400008858;14
400008859;3
400008859;14
400008859;252
400008859;659
400008860;14
400008861;14
400008862;14
400008863;14
400008864;14
400008865;14
400008866;14
400008867;14
400008868;14
400008869;14
400008870;14
400008871;14
400008872;14
400008873;14
400008874;14
400008875;14
400008876;14
400008877;14
400008878;14
400008879;14
400008880;14
400008881;14
400008882;14
400008883;14
400008884;14
400008885;14
400008886;14
400008887;14
400008888;14
400008889;14
400008890;14
400008891;14
400008892;14
400008893;14
400008894;14
400008895;14
400008896;14
400008897;14
400008898;15
400008899;14
400008900;14
400008901;14
400008902;14
400008903;14
400008904;14
400008905;14
400008906;14
400008907;14
400008908;14
400008909;3
400008909;14
400008909;652
400008909;657
400008909;659
400008910;14
400008911;14
400008912;14
400008913;14
400008914;14
400008915;14
400008916;14
400008917;14
400008918;14
400008919;14
400008920;14
400008921;14
400008922;14
400008923;14
400008924;14
400008925;14
400008926;14
400008927;14
400008928;14
400008929;14
400008930;14
400008931;14
400008932;14
400008933;14
400008934;14
400008935;14
400008936;14
400008937;14
400008938;14
400008939;14
400008940;14
400008941;14
400008942;14
400008943;14
400008944;14
400008945;14
400008946;14
400008947;14
400008948;14
400008949;14
400008950;14
400008951;14
400008952;14
400008953;14
400008955;14
400008956;14
400008957;14
400008958;14
400008959;14
400008960;14
400008961;14
400008962;14
400008963;14
400008964;14
400008965;14
400008966;14
400008967;14
400008968;14
400008969;14
400008970;14
400008971;14
400008972;3
400008972;14
400008972;659
400008973;3
400008973;14
400008973;659
400008974;14
400008975;14
400008976;14
400008977;14
400008978;14
400008979;14
400008980;14
400008981;14
400008982;14
400008983;14
400008984;14
400008985;3
400008985;14
400008985;659
400008986;3
400008986;14
400008986;659
400008987;3
400008987;14
400008987;659
400008988;3
400008988;14
400008988;659
400008989;3
400008989;14
400008989;659
400008990;3
400008990;14
400008990;659
400008991;14
400008992;3
400008992;14
400008992;659
400008993;14
400008994;3
400008994;14
400008994;659
400008995;3
400008995;14
400008995;659
400008996;14
400008997;14
400008998;3
400008998;14
400008998;659
400008999;3
400008999;14
400008999;348
400008999;659
400009000;3
400009000;14
400009000;659
400009001;14
400009002;3
400009002;14
400009002;402
400009002;659
400009003;14
400009004;3
400009004;14
400009004;659
400009005;3
400009005;14
400009005;659
400009006;3
400009006;14
400009006;659
400009007;14
400009008;3
400009008;14
400009008;659
400009009;14
400009010;3
400009010;14
400009010;659
400009011;14
400009012;14
400009013;14
400009014;3
400009014;14
400009014;659
400009015;3
400009015;14
400009015;325
400009015;659
400009016;3
400009016;14
400009016;482
400009016;659
400009017;3
400009017;14
400009017;505
400009017;659
400009018;14
400009019;14
400009020;3
400009020;14
400009020;373
400009020;659
400009021;3
400009021;14
400009021;659
400009022;3
400009022;14
400009022;659
400009023;14
400009024;14
400009025;3
400009025;14
400009025;659
400009026;3
400009026;14
400009026;659
400009027;14
400009028;3
400009028;14
400009028;659
400009029;3
400009029;14
400009029;659
400009030;3
400009030;14
400009030;380
400009030;659
400009031;3
400009031;14
400009031;659
400009032;3
400009032;14
400009032;507
400009032;659
400009033;3
400009033;14
400009033;659
400009034;3
400009034;14
400009034;396
400009034;659
400009035;3
400009035;14
400009035;659
400009036;3
400009036;14
400009036;659
400009037;3
400009037;14
400009037;659
400009038;3
400009038;14
400009038;659
400009039;3
400009039;14
400009039;659
400009040;3
400009040;14
400009040;659
400009041;14
400009042;14
400009043;14
400009044;14
400009045;14
400009046;14
400009047;14
400009048;14
400009049;14
400009050;14
400009051;14
400009052;14
400009053;14
400009054;3
400009054;14
400009054;659
400009055;3
400009055;14
400009055;659
400009056;14
400009057;3
400009057;14
400009057;659
400009058;14
400009059;14
400009060;3
400009060;14
400009060;659
400009061;14
400009062;14
400009063;14
400009064;14
400009065;14
400009066;14
400009067;3
400009067;14
400009067;659
400009068;3
400009068;14
400009068;397
400009068;659
400009069;14
400009070;14
400009071;14
400009072;14
400009073;3
400009073;14
400009073;488
400009073;659
400009074;3
400009074;14
400009074;659
400009075;3
400009075;14
400009075;659
400009076;3
400009076;14
400009076;395
400009076;659
400009077;3
400009077;14
400009077;659
400009078;3
400009078;14
400009078;659
400009079;3
400009079;14
400009079;659
400009080;3
400009080;14
400009080;659
400009081;14
400009082;3
400009082;14
400009082;659
400009083;3
400009083;14
400009083;659
400009084;3
400009084;14
400009084;659
400009085;3
400009085;14
400009085;659
400009086;3
400009086;14
400009086;659
400009087;14
400009088;3
400009088;14
400009088;659
400009089;14
400009090;3
400009090;14
400009090;659
400009091;14
400009092;14
400009093;3
400009093;14
400009093;659
400009094;3
400009094;14
400009094;481
400009094;659
400009095;14
400009096;3
400009096;14
400009096;659
400009097;3
400009097;14
400009097;659
400009098;14
400009099;14
400009100;14
400009101;14
400009102;14
400009103;14
400009104;14
400009105;14
400009106;14
400009107;14
400009108;14
400009109;14
400009110;14
400009111;14
400009112;14
400009113;14
400009114;14
400009115;14
400009116;14
400009117;14
400009118;14
400009119;14
400009120;14
400009121;14
400009122;14
400009123;14
400009124;14
400009125;14
400009126;14
400009127;14
400009128;14
400009129;14
400009130;14
400009131;14
400009132;14
400009133;14
400009134;14
400009135;14
400009136;14
400009137;14
400009138;14
400009139;14
400009140;14
400009141;14
400009142;14
400009143;14
400009144;2
400009144;14
400009144;659
400009144;782
400009144;876
400009145;2
400009145;10
400009145;14
400009145;43
400009145;659
400009145;782
400009145;876
400009146;2
400009146;14
400009146;659
400009146;782
400009146;876
400009147;2
400009147;14
400009147;659
400009147;782
400009147;876
400009148;2
400009148;14
400009148;659
400009148;782
400009148;876
400009149;2
400009149;14
400009149;659
400009149;782
400009149;876
400009150;2
400009150;14
400009150;659
400009150;782
400009150;876
400009151;2
400009151;14
400009151;659
400009151;782
400009151;876
400009152;2
400009152;14
400009152;659
400009152;782
400009152;876
400009153;2
400009153;14
400009153;659
400009153;782
400009153;876
400009154;2
400009154;14
400009154;659
400009154;782
400009154;876
400009155;2
400009155;14
400009155;659
400009155;782
400009155;876
400009157;14
400009158;2
400009158;14
400009158;659
400009158;782
400009158;876
400009159;2
400009159;14
